ringer,tr,ring,,bird,birdid,recap,day,month,year,season,location,resight,logger,type,harness,span,age,sex,fat,pec,wing,tail,mass1,mass2,hr,min,moult,bodymoult,headmoult,billlength,narestotip,billheight,billwidth,medcovs,greatercovs,maxtar,mintar,mouth,featherwear,capmethod
EMB,N,AP87118,,LmYO,276,1,2,12,2013,3,5,Y,none,,,,1,1,0,1,80.5,M,14.8,,7,0,O,0,,,,,,A,,24.9,22.9,pale black,L,T
EMB,N,AP87119,,YmBB,277,1,2,12,2013,3,5,Y,none,,,,1,1,0,1,81,M,16.4,,7,20,O,0,,,,,,A,,24,21.4,grey,L,T
EMB,N,AP87121,,WmOL,278,1,2,12,2013,3,5,Y,none,,,,2,2,0,2,76,F,14.3,,7,30,O,0,,,,,,J,,24.6,21.9,yellow,M,T
EMB,N,AP87122,,BmLW,279,1,2,12,2013,3,5,N,none,,,,2,1,0,1,80,M,14.3,,8,15,O,0,,,,,,J,8OGC,25.6,22.9,yellow,H,T
EMB,N,AP87123,,BmWB,280,1,2,12,2013,3,5,N,none,,,,2,1,0,2,80,M/F,15.8,,8,25,O,0,,,,,,J,9OGC,25.5,22.9,pale,M,T
EMB,N,AP87124,,BmBO.H1,281,1,2,12,2013,3,5,Y,none,,,,2,2,0,2,79.5,F,14.3,,9,0,O,0,,,,,,J,8OGC,24.1,21.8,yellow,M,T
EMB,N,AP87125,,BmBW.H2,282,1,2,12,2013,3,5,Y,none,,,,1,2,0,2,78,(F),15.1,,9,5,O,0,,,,,,A,,25,22.6,pale,L,T
EMB,N,AP87126,,OmWO,283,1,3,12,2013,3,5,Y,none,,,,1,2,0,2,79,(F),15.5,,7,5,O,0,,,,,,A,,25.1,22.1,black,L,T
EMB,N,AP87127,,WmLY.H2,284,1,3,12,2013,3,5,N,none,,,,2,1,0,1,78,(M),16.2,,7,20,O,0,,,,,,J,8OGC,24,21.6,grey,H,T
EMB,N,AP87128,,GmLB,285,1,3,12,2013,3,5,N,none,,,,2,2,0,1,79,F,15.7,,8,0,O,0,,,,,,J,10OGC,24,21.4,yellow,H,T
EMB,N,AP87129,,YmLL,286,1,3,12,2013,3,5,Y,none,,,,2,2,0,1,80,M,15.3,,8,45,O,0,,,,,,J,9OGC,25.7,23,yellow,M,T
EMB,N,AP87130,,BmBO.H2,287,1,3,12,2013,3,5,N,none,,,,1,1,0,1,80,M,15.4,,9,0,O,0,,,,,,A,,23.8,21.5,black,L,T
EMB,N,AP87131,,GmOL,288,1,3,12,2013,3,5,N,none,,,,2,2,1,1,78,F,17.6,,9,5,O,0,,,,,,J,8OGC,25,22.3,pale  yellow,M-L,T
EMB,N,AP87132,,OmGY,289,1,3,12,2013,3,5,N,none,,,,1,1,0,1,79,M,15.4,,9,15,O,0,,,,,,A,,25.8,23.2,grey,L,T
EMB,N,AP87133,,YmWB,290,1,3,12,2013,3,5,N,none,,,,2,2,0,2,78,F,15.1,,9,30,O,0,,,,,,J,9OGC,25,22.5,pale yellow,L,T
EMB,N,AP87134,,YmYO,291,2,4,12,2013,3,1,Y,none,,,,1,1,0,1,80,M,15.1,,7,0,O,0,,,,,,A,,26.5,24.2,black,L,T
ALICE,R,,,YmxYO,291,1,18,3,2014,3,1,,,,,,1,1,,,81,,16.9,,7,40,,,,,,,,,,26.4,24,,,
EMB,N,AP87135,,BmBY,292,1,4,12,2013,3,1,N,none,,,,1,1,0,1,78.5,M,15.1,,7,5,O,0,,,,,,A,,25.6,22.8,black,L,T
EMB,N,AP87136,,LmWL,293,1,4,12,2013,3,1,Y,none,,,,2,1,0,2,81,M,14.7,,7,30,O,0,,,,,,J,8OGC,25,22.6,pale,H,T
EMB,N,AP87137,,OmGO,294,1,4,12,2013,3,1,Y,none,,,,2,2,0,2,77,F,14.1,,7,45,O,0,,,,,,A,,24.1,21.9,grey,M,T
EMB,R,AP87137,,OmxOBR,294,2,5,2,2014,3,1,,111,LONG,ELASTIC,34,,2,0,2,77,F,13.6,14.4,7,25,O,0,,,,,,,,,,PALE,M-H,N
EMB,N,AP87138,,LmWW,295,1,4,12,2013,3,1,Y,none,,,,1,2,0,1,79,(F),15.3,,8,10,O,0,,,,,,A,,25.8,23.4,black,L,T
EMB,N,AP87139,,WmBL,296,1,4,12,2013,3,1,N,none,,,,1,,0,2,82,(M),15.2,,8,30,O,0,,,,,,A,,24.6,22.4,black,L,T
EMB,N,AP87140,,GmYW,297,1,4,12,2013,3,1,N,none,,,,1,1,0,2,77,M,16.2,,8,35,O,0,,,,,,A,,24.2,22,pale grey,L,T
EMB,N,AP87141,,YmBY,298,2,4,12,2013,3,1,Y,none,,,,1,1,0,1,80.5,M,14.7,,8,55,O,0,,,,,,A,,24.4,22.1,black,L,T
EMB,R,AP87141,,BRmxBY,298,2,17,2,2014,3,1,Y,4,NONE,TIE,94,1,1,0,1,81,M,15.1,15.6,8,40,O,1,,,,,,AD,,,,GREY,L,N
ALICE,R,,,BRmxBY,298,1,18,3,2014,3,1,,,,,,1,1,,,80,,16.1,16.7,6,45,,,,,,,,,,24,21.9,,,
EMB,N,AP87142,,WmWN,299,1,4,12,2013,3,1,Y,none,,,,1,2,0,1,77,F,16.1,,9,35,O,0,,,,,,A,,24.3,21.7,grey,L,T
EMB,N,AP87143,,OmBN,300,1,4,12,2013,3,1,Y,none,,,,2,2,0,1,74.5,F,14.4,,9,55,O,0,,,,,,J,9OGC,24.8,22.2,yellow,H,T
EMB,N,AP87144,,LmYW,301,1,5,12,2013,3,1,N,none,,,,1,,0,2,81,(F),15,,7,5,O,0,,,,,,A,,25.5,23.3,black,L,T
EMB,N,AP87145,,GmWW,302,1,5,12,2013,3,1,Y,none,,,,1,2,0,1,78,F,16,,7,20,O,0,,,,,,A,,24.6,22.1,grey,L,T
EMB,R,AP87145,,GmxYRW,302,2,8,2,2014,3,1,,158,SHORT,ELASTIC,36,1,2,0,2,78,F,16.1,,7,20,O,0,,,,,,,,,,PALE,L,N
EMB,N,AP87146,,WmON,303,1,5,12,2013,3,1,Y,none,,,,2,2,0,2,77,F,13.8,,7,30,O,0,,,,,,J,9OGC,23,20.5,yellow,M,T
EMB,N,AP87147,,YmYN,304,1,5,12,2013,3,1,N,none,,,,2,,0,2,79,(M),15.3,,7,40,O,0,,,,,,J,9OGC,24.7,22.3,pink,M,T
EMB,N,AP87148,,OmLN,305,1,5,12,2013,3,1,N,none,,,,2,2,0,1,76,F,14.7,,8,0,O,0,,,,,,J,9OGC,23.9,21.2,yellow,M,T
EMB,N,AP87149,,NmYY,306,1,5,12,2013,3,1,Y,none,,,,2,2,0,1,76.5,F,15.3,,8,10,O,0,,,,,,J,8OGC,24.4,21.9,yellow,M,T
EMB,R,AP87149,,NmxWLY,306,2,8,2,2014,3,1,Y,157,SHORT,ELASTIC,36,2,2,0,2,76.5,(F),15.2,15.8,6,55,O,0,,,,,,,8OGC,,,PALE,H,N
EMB,N,AP87150,,BmWN,307,1,5,12,2013,3,1,N,none,,,,1,,2,2,81,(F),19,,8,30,O,0,,,,,,A,,25.5,23,black,L,T
EMB,N,AP87151,,YmON.J,308,1,5,12,2013,3,1,N,none,,,,2,,0,2,77,(M),14.2,,9,10,O,0,,,,,,J,8OGC,25.1,22.5,yellow,M,T
EMB,N,AP87152,,LmGN,309,1,5,12,2013,3,1,Y,none,,,,1,2,0,1,78.5,F,14.2,,9,10,O,0,,,,,,A,,25.1,22.3,black,L,T
EMB,N,AP87153,,YmLN,310,1,6,12,2013,3,4,N,none,,,,2,2,0,1,76,F,13.8,,7,10,O,0,,,,,,J,8OGC,24.8,22.4,yellow,H,T
EMB,N,AP87154,,WmBB,311,1,6,12,2013,3,4,Y,none,,,,1,2,0,1,77,F,14.5,,7,15,O,0,,,,,,A,,25.1,22.5,black,L,T
EMB,R,AP87154,,WmxOWB,311,2,19,2,2014,3,4,,162,SHORT,TIE,99.5,,2,0,2,76,(F),14.3,14.9,6,55,O,0,,,,,,,,,,PINK-GREY,M,N
EMB,N,AP87155,,GmBO,312,1,6,12,2013,3,4,N,none,,,,2,,0,1,80,F,15.7,,8,0,O,0,,,,,,J,9OGC,25,22.4,yellow,H,T
EMB,N,AP87156,,WmYG,313,1,6,12,2013,3,4,N,none,,,,2,1,0,1,81,M,14.7,,8,5,O,0,,,,,,J,7OGC,24.8,22.4,pale,M,T
EMB,N,AP87157,,OmBW.B,314,1,6,12,2013,3,4,N,none,,,,2,2,0,1,76,F,14.1,,8,10,O,0,,,,,,J,8OGC,23.2,20.6,grey,M,T
EMB,N,AP87158,,BmWY.B,315,1,6,12,2013,3,4,N,none,,,,1,1,0,1,82,M,17,,8,15,O,0,,,,,,A,,26.7,23.9,grey,L,T
EMB,N,AP87159,,LmGW,316,1,6,12,2013,3,4,Y,none,,,,2,1,0,1,78,M,15.2,,8,25,O,0,,,,,,J,8OGC,24.8,22,yellow,H,T
EMB,N,AP87160,,BmGB.B,317,1,6,12,2013,3,4,Y,none,,,,2,2,0,1,79,F,15.4,,9,5,O,0,,,,,,J,9OGC,25.3,22.6,yellow,L,T
EMB,N,AP87161,,BmGY,318,1,6,12,2013,3,2,Y,none,,,,2,2,0,1,76.5,F,14,,17,20,O,0,,,,,,J,8OGC,25.3,22.9,yellow,L,T
EMB,N,AP87162,,YmWL,319,2,6,12,2013,3,2,Y,none,,,,2,2,0,2,78,F,15.1,,17,25,O,0,,,,,,J,9OGC?,24.4,21.9,pale grey,L,T
EMB,R,AP87162,,RBmxWL,319,2,11,2,2014,3,2,Y,76,LONG,TIE,93,2,2,0,1,78,F,15.3,16,11,25,O,,,,,,,JV,8OGC,,,YELLOW,M,T
ALICE,R,,,RBmxWL,319,1,1,4,2014,3,2,,,,,,2,2,1,2,77.5,,17.1,17.7,6,50,,,,,,,,,,23.9,22.9,,,
EMB,N,AP87163,,LmLO,320,1,6,12,2013,3,2,Y,none,,,,1,2,0,1,75.5,F,13.4,,17,50,O,0,,,,,,A,,24.1,21.4,black,L,T
EMB,N,AP87164,,LmLN,321,1,7,12,2013,3,5,N,none,,,,1,2,0,1,79,F,15.5,,7,0,O,0,,,,,,A,,25.1,22.5,pink,L,T
EMB,N,AP87165,,YmON.H,322,1,7,12,2013,3,5,Y,none,,,,2,2,0,1,79.5,F,15.3,,7,15,O,0,,,,,,J,,24.1,21.4,yellow,M,T
EMB,N,AP87166,,WmYN,323,1,7,12,2013,3,5,N,none,,,,2,1,0,1,79,M,14.8,,7,20,O,0,,,,,,J,9OGC,25.1,22.7,yellow,M,T
EMB,N,AP87167,,GmGN,324,1,7,12,2013,3,5,Y,none,,,,1,1,0,2,79.5,M,15.3,,7,25,O,0,,,,,,A,,24.3,21.9,black,L,T
EMB,N,AP87168,,OmWN,325,1,7,12,2013,3,5,Y,none,,,,,2,0,2,77,F,14,,8,5,O,0,,,,,,J?,MAY4 8OGC,23.7,21.4,grey,M,T
EMB,N,AP87169,,BmLN,326,1,7,12,2013,3,5,Y,none,,,,,2,0,1,76,F,15.3,,8,35,O,0,,,,,,J,8OGC,23.9,21.2,pale,,T
EMB,N,,,YBxPN.2,327,2,4,2,2014,3,1,Y,114,LONG,ELASTIC,35,1,2,0,2,77,F,15,15.7,18,10,O,0,,,,,,,,25.1,22.5,PALE,M,T
ALICE,R,,,YBxPN.2,327,1,18,3,2014,3,1,,,,,,1,2,,,77,,16.2,16.8,7,30,,,,,,,,,,24.8,22.6,,,
EMB,N,,,LWxOY,328,1,5,2,2014,3,1,N,096 OR 092,LONG,ELASTIC,36,2,1,0,2,77,M,14.9,15.4,8,0,O,0,,,,,,,8OGC,24.2,21.2,PALE,M-H,T
EMB,N,AP87170,,mYxBY,329,2,5,2,2014,3,1,Y,none,,,,1,2,0,2,76.5,F,14.3,,8,20,O,0,,,,,,,,25,22.7,GREY,M,T
ALICE,R,,,mYxBY,329,1,18,3,2014,3,1,,,,,,1,2,,,76,,15.7,,6,45,,,,,,,,,,24.7,22.6,,,
EMB,N,,,YRBxB,330,1,5,2,2014,3,1,Y,096 OR 092,LONG,ELASTIC,36,1,2,0,2,76,F,14.9,15.5,8,30,O,0,,,,,,,,26.2,23.6,PALE GREY,L,T
EMB,N,AP87171,,mLxWG,331,1,5,2,2014,3,1,Y,none,,,,1,2,0,2,79.5,F,15,,9,40,O,0,,,,,,,,24.8,22.2,BLACK,L,T
EMB,N,,,GRYxY,332,1,5,2,2014,3,1,Y,72,LONG,ELASTIC,36.5,1,1,1,1,805,M,15.9,16.5,9,55,O,0,,,,,,,,23.8,21.1,BLACK,M,T
EMB,N,,,RYWxW,333,1,6,2,2014,3,1,N,134,SHORT,ELASTIC,36,2,2,0,1,75.5,F,15.1,15.5,9,10,O,0,,,,,,,8OGC,24.4,21.6,YELLOW,H,T
EMB,N,,,ONxPN.J2,334,1,6,2,2014,3,1,Y,108,SHORT,ELASTIC,37.5,2,2,0,1,79,F,14.4,15,9,30,O,0,,,,,,,8OGC,25.1,22.3,YELLOW,H,T
EMB,N,,,OWLxL,335,1,6,2,2014,3,1,N,112,LONG,ELASTIC,36.5,1,2,0,2,78,F,14.4,15,9,50,O,0,,,,,,,,24.6,22.1,BLACK,L,T
EMB,N,AP87172,,mNxWN,336,1,6,2,2014,3,1,Y,none,,,,1,2,0,2,75.5,F,14.6,15.2,10,10,O,0,,,,,,,,24.4,21.5,YELLOW,L,T
EMB,N,AP87173,,mNxLN,337,2,6,2,2014,3,1,Y,none,,,,1,1,0,2,80.5,M,17.1,,18,30,O,0,,,,,,,,25.7,22.9,GREY,L,T
ALICE,R,,,mNxLN,337,1,20,3,2014,3,1,,,,,,1,1,0.5,2,80,,17.3,,6,45,,,,,,,,,,25.2,23.2,,,
EMB,N,,,WxWON,338,1,7,2,2014,3,1,N,none,,,,2,,0,2,76,?,13.1,13.7,6,30,O,0,,,,,,,,24.3,21.8,,H,N
EMB,N,,,RYxWN,339,1,7,2,2014,3,1,Y,174,SHORT,ELASTIC,36,2,,0,2,80,M,15.1,,6,50,O,0,,,,,,,90GC,25.1,22.6,GREY,H,N
EMB,N,,,WPNxW,340,1,8,2,2014,3,1,N,70,LONG,ELASTIC,36.5,1,1,0,2,79.5,M,15.1,15.7,7,5,O,0,,,,,,,,,,PINK-GREY,M,N
EMB,N,,,YxYRN,341,1,8,2,2014,3,5,N,10,NONE,ELASTIC,36,1,1,0,1,78,M,15,15.4,18,15,O,0,,,,,,,,24.4,22,BLACK,L,T
EMB,N,,,RYNxN,342,1,9,2,2014,3,2,N,136,SHORT,ELASTIC,35.5,2,2,0,2,78,F,14.4,15,7,30,O,0,,,,,,,8OGC,23.9,21,YELLOW,M,T
EMB,N,,,BRxLN,343,1,9,2,2014,3,2,N,6,NONE,TIE,97.5,1,2,0,2,79,F,15.7,16.1,7,50,O,0,,,,,,,,26,23.1,YELLOW-BLACK,M,T
EMB,N,AP87175,,mLxWW,344,1,9,2,2014,3,2,Y,none,,,,2,2,0,1,76,F,15.6,,8,35,O,1,,,,,,,8OGC,25.4,22.7,YELLOW-GREY,H,T
EMB,N,,,LPNxL,345,2,9,2,2014,3,2,Y,156,SHORT,ELASTIC,36,1,1,0,1,79.5,M,15.7,16.4,8,40,O,0,,,,,,,,25.4,22.8,BLACK,L,T
ALICE,R,,,LPNxL,345,1,1,4,2014,3,2,,,,,,1,1,1,2,80,,16.8,17.4,6,45,,,,,,,,,,24.9,22.9,,,
EMB,N,,,RYxGN,346,2,9,2,2014,3,2,Y,131,SHORT,ELASTIC,36,2,2,0,2,74,F,15,15.8,10,20,O,,,,,,,,10OGC,24.8,22.2,GREY,H,T
ALICE,R,,,RYxGN,346,1,1,4,2014,3,2,,,,,,2,2,0.5,1,74.5,,14.9,15.5,6,45,,,,,,,,,,24.4,22,,,
EMB,N,,,OxBRN,347,1,10,2,2014,3,2,Y,166,SHORT,TIE,92,2,2,0,1,78,F,13.5,14,6,40,O,,,,,,,,10OGC,23.9,21.2,PALE,H,N
EMB,N,,,WLxLN,348,1,10,2,2014,3,2,Y,90,LONG,TIE,95.5,2,1,0,2,79,M,14.5,15.1,7,25,O,1,,,,,,,10OGC,24,21.7,PALE,M,N
EMB,N,,,BYRxW,349,1,10,2,2014,3,2,Y,8,NONE,ELASTIC,35.5,2,2,0,1,77,F,14.2,14.8,10,15,O,,,,,,,,8OGC,24.2,21.4,PINK-PALE,H,T
EMB,N,,,LLxPN,350,1,10,2,2014,3,2,N,71,LONG,ELASTIC,36,2,1,1,1,78.5,M,14.8,15.4,10,30,O,,,,,,,,8OGC,25.8,22.9,GREY,H,T
EMB,N,,,RYxLN,351,1,10,2,2014,3,4,Y,120,SHORT,TIE,97,2,2,0,2,78.5,F,16.2,16.8,18,0,O,,,,,,,,look all ad,24.8,22.2,YELLOW,H,T
EMB,N,,,WRYxN,352,1,11,2,2014,3,2,N,1,NONE,ELASTIC,36,1,2,0,2,81.5,F,16.8,,9,50,O,,,,,,,,,25.6,23,,,N
EMB,N,,,WLxYN,353,1,11,2,2014,3,2,N,119,SHORT,ELASTIC,36,2,1,0,2,78,M,14,14.5,10,5,O,,,,,,,JV,8OGC,24.4,21.9,,H,T
EMB,N,,,RYxYN,354,1,11,2,2014,3,2,Y,5,NONE,TIE,91,1,1,0,1,80,M,15.6,16.2,10,30,O,,,,,,,AD,,25.8,23,BLACK,L,T
EMB,N,,,YPNxY,355,1,11,2,2014,3,4,Y,55,LONG,ELASTIC,36,2,1,0,1,79,M,15.4,16,17,55,O,1,,,,,,JV,5OGC,24.6,22,BLACK,H,T
EMB,N,,,OWxWN,356,1,11,2,2014,3,4,N,91,LONG,ELASTIC,35.5,1,2,0,1,77.5,(F),14.7,15.4,18,30,O,,,,,,,AD,,24.4,21.7,PALE,L,T
EMB,N,,,LxBRN,357,1,11,2,2014,3,4,N,165,SHORT,ELASTIC,35.5,2,,0,1,77.5,F,16.4,17,18,40,O,3,,,,,,,,23.9,21.5,,M,T
EMB,N,,,GxYRN,358,1,12,2,2014,3,2,Y,11,NONE,TIE,85.5,2,2,0,1,75,F,13.2,13.4,7,40,O,,,,,,,JV,,23.8,21.1,PALE,H,N
EMB,N,,,OWxYN,359,1,12,2,2014,3,2,Y,145,SHORT,TIE,98,2,1,0,2,77.5,M,15.4,15.9,11,15,O,,,,,,,,,24.4,21.9,GREY,H,T
EMB,R,,,OWxYN,359,2,22,2,2014,3,,,145,SHORT,TIE,98,2,1,,,,,14.9,15.5,,,,,,,,,,,,,,,,
EMB,N,,,WLxGN,360,1,12,2,2014,3,4,N,6,NONE,ELASTIC,36,1,1,0,2,79,M,17.3,17.8,17,40,O,,,,,,,AD,,26.2,23.5,BLACK,M,T
EMB,N,,,WYRxW,361,1,12,2,2014,3,4,Y,154,SHORT,TIE,,2,1,0,1,78,(M),15.6,16.2,18,10,O,,,,,,,AJ,,24.9,21.9,,M,T
EMB,N,,,BRWxW,362,1,12,2,2014,3,4,Y,4,NONE,ELASTIC,35,2,2,0,1,78,F,14.6,15,18,25,O,,,,,,,JV,8OGC,24.9,22,YELLOW,H,T
EMB,N,,,BROxW,363,2,13,2,2014,3,2,Y,115,SHORT,TIE,96,2,2,0,2,76,F,14.7,15.3,17,15,O,,,,,,,,,25.2,22.2,PINK,M,T
ALICE,R,,,BROxW,363,1,30,3,2014,3,2,,,,,,2,2,0,1,76,,15,15.6,7,0,,,,,,,,,,24.9,22.8,,,
EMB,N,,,OWxLN,364,1,13,2,2014,3,2,Y,61,LONG,TIE,96,2,2,0,1,76,F,16.1,16.7,18,0,O,,,,,,,,9OGC,24.7,22,YELLOW,H,T
EMB,N,,,WLOxN,365,1,13,2,2014,3,2,Y,13,NONE,TIE,86,2,2,0,2,75.5,F,14.4,14.8,18,20,O,,,,,,,,10OGC,24.9,22.2,PALE,H,T
EMB,N,,,LxLWN,366,1,14,2,2014,3,2,Y,140,SHORT,ELASTIC,34.5,2,2,0,1,76,F,14.7,15.3,7,20,O,3,,,,,,,8OGC,24.8,22.4,PINK,M,T
EMB,N,,,RYxBN,367,1,14,2,2014,3,2,Y,14,NONE,ELASTIC,34,2,2,0,2,73,F,13.6,14,7,40,O,,,,,,,,8OGC,23.8,21.3,PINK,M,T
EMB,N,,,RYGxW,368,1,14,2,2014,3,2,Y,118,SHORT,ELASTIC,34,1,2,0,2,78,F,14.1,14.8,8,20,O,,,,,,,,AD,24.3,21.4,PALE,L,T
EMB,N,,,BRxWN,369,1,14,2,2014,3,2,Y,97,LONG,ELASTIC,35.5,2,2,0,2,76,F,15.2,15.9,8,40,O,2,,,,,,,8OGC,25.9,23.4,PALE YELLOW,H,T
EMB,N,,,GxWON,370,1,14,2,2014,3,2,Y,75,LONG,ELASTIC,34,2,2,0,2,75,F,13.4,14.1,9,0,O,,,,,,,,8OGC,24.4,22.5,YELLOW,H,T
EMB,N,,,NxBRN.A,371,1,14,2,2014,3,2,Y,15,NONE,ELASTIC,32,1,2,0,1,78.5,F,13.4,13.9,9,30,O,,,,,,,,AD,23.2,20.8,PALE GREY,L,T
EMB,N,,,LxWON,372,1,14,2,2014,3,2,Y,17,NONE,TIE,87.5,2,2,0,1,77,F,13.9,14.2,18,10,O,0,,,,,,JV,,24.6,22.1,PINK,H,T
EMB,N,,,YBRxB,373,1,14,2,2014,3,2,Y,110,LONG,ELASTIC,~34,2,1,0,1,75.5,(M),15.3,15.9,18,30,O,0,,,,,,JV,,24.5,21.8,PINK,M,T
EMB,N,,,WxWL,374,1,15,2,2014,3,5,Y,66,LONG,TIE,93,,2,0,2,78,F,14.5,15.2,7,35,O,0,,,,,,?JV,,24.5,21.6,PALE GREY,L-M,T
EMB,N,,,RYxON,375,1,15,2,2014,3,5,Y,161,SHORT,TIE,97,1,2,0,2,77,(F),14.4,15,8,5,O,0,,,,,,AD,,25,21.9,GREY / LIGHT,L,T
EMB,N,,,NxBRN.H,376,1,15,2,2014,3,5,Y,12,NONE,TIE,93,1,2,0,2,81,(M),15.2,15.5,9,15,O,0,,,,,,AD,,25.2,22.7,,H,T
EMB,N,,,WLNxN,377,1,15,2,2014,3,6,N,2,NONE,TIE,97.5,2,1,0,1,78,M,16.4,17.2,17,50,O,3,,,,,,JV,,24.6,21.8,YELLOW,M,T
EMB,N,none,,BxBRN,378,1,17,2,2014,3,1,Y,1,NONE,TIE,90,2,1,0,2,79.5,M,15.5,15.8,7,30,O,0,,,,,,JV,,25.6,23,GREY,M,N
EMB,N,,,OWxGN,379,1,17,2,2014,3,1,N,2,NONE,TIE,90,2,2,0,2,78,F,14.5,15,8,20,O,0,,,,,,JV,,25.4,22.6,PINK-YELLOW,H,N
EMB,N,,,OxWL,380,1,17,2,2014,3,4,N,73,LONG,TIE,99.5,,1,0,2,79.5,(F),17.2,17.7,18,15,O,3,,,,,,?JV,,24.9,22.4,GREY,H,T
EMB,N,,,BRxBN,381,1,17,2,2014,3,4,N,117,SHORT,ELASTIC,36,2,2,0,2,77,F,15.5,16.1,18,30,O,2,,,,,,JV,,24.9,22.7,PALE,H,T
EMB,N,,,RYOxN,382,1,18,2,2014,3,4,N,16,NONE,TIE,97,2,2,0,1,76,F,14.9,15.3,8,0,O,2,,,,,,JV,8OGC,23.6,21.2,PALE,M,T
EMB,N,,,OPNxO,383,1,18,2,2014,3,4,N,138,SHORT,TIE,97,2,2,0,1,77,F,13.7,14.1,8,30,O,2,,,,,,JV,9OGC,23.5,21.2,YELLOW,H,N
EMB,N,,,LRBxL,384,1,18,2,2014,3,4,N,7,NONE,TIE,97,2,2,0,2,77,F,14.7,15.2,8,50,O,0,,,,,,,?9OGC,24.8,22.4,YELLOW-GREY,L,T
EMB,N,,,GxWL,385,1,18,2,2014,3,4,N,121,SHORT,ELASTIC,35,2,2,0,1,78,(M),15.1,15.7,9,10,O,0,,,,,,JV,9OGC,25.1,22.9,YELLOW,L,T
EMB,N,,,YxBR,386,1,18,2,2014,3,4,Y,98,LONG,ELASTIC,36.5,1,1,0,1,81,M,16.4,17.1,9,45,O,2,,,,,,AD,,25.2,22.3,GREY,L,T
EMB,N,,,LxWL,387,1,18,2,2014,3,4,N,168,SHORT,TIE,98.5,1,1,0,1,83,M,15.6,16.1,9,50,O,0,,,,,,AD,,24.9,22.3,GREY-YELLOW,L,T
EMB,N,,,BPNxB,388,1,18,2,2014,3,4,Y,106,LONG,ELASTIC,35,2,2,0,2,78,F,16,16.5,10,40,O,2,,,,,,JV,8OGC,24.9,22.1,YELLOW,L,T
EMB,N,,,OWYxY,389,1,18,2,2014,3,4,Y,102,LONG,TIE,99,2,2,0,2,78,F,15,15.5,10,50,O,2,,,,,,AD,8OGC,25.1,22.5,YELLOW-GREY,M,T
EMB,N,,,YRYxY.B,390,1,18,2,2014,3,4,N,8,NONE,ELASTIC,34,2,2,0,2,75,F,14.9,15.4,17,40,O,1,,,,,,JV,8OGC,25,22.9,PALE,M,T
EMB,N,,,BRBxW.BS,391,1,18,2,2014,3,4,Y,5,NONE,ELASTIC,36,1,1,0,1,81,M,16.5,17.1,18,35,O,2,,,,,,AD,,24.6,22.1,BLACK,L,T
EMB,N,,,LxBR,392,1,19,2,2014,3,4,N,128,SHORT,TIE,98.5,1,2,0,2,78,F,14.4,14.4,9,10,O,0,,,,,,AD,,25.5,22.8,PINK-GREY,L,T
EMB,N,,,WLBxW,393,1,19,2,2014,3,4,N,167,SHORT,TIE,98.5,2,,0,2,80,"either, more 1ST yr M",13.8,14.3,9,30,O,0,,,,,,,10OGC,24.8,22.3,PINK,M,T
EMB,N,,,WOxY,394,1,19,2,2014,3,4,Y,10,NONE,ELASTIC,35,1,2,0,2,76,F,14.8,15.3,9,45,O,0,,,,,,AD,,24.8,22.3,,M,T
EMB,N,,,BRGxG,395,1,19,2,2014,3,4,N,6,NONE,ELASTIC,32,1,2,0,1,80,F,13.6,14,10,10,O,2,,,,,,AD,,24,21.3,PINK,M,T
EMB,N,,,BxWL,396,1,19,2,2014,3,4,N,104,LONG,TIE,99,1,2,0,2,79,F,16,16.5,10,30,O,1,,,,,,AD,,23.8,21.3,GREY,L,T
MB,N,,,RYRxR,397,1,20,2,2014,3,5,N,15,NONE,TIE,96.5,1,1,0,2,79,M,13.8,14.1,8,10,O,2,,,,,,AD,,24.8,22.1,GREY,,T
MB,N,,,RYBxW,398,1,20,2,2014,3,5,N,153,SHORT,TIE,93.5,,2,0,2,76,F,15,15.7,11,15,O,1,,,,,,,,23,21.9,,M,T
MB,N,,,Wx(YR)N,399,1,20,2,2014,3,4,Y,18,NONE,TIE,94,2,2,0,2,76,F,16.2,16.6,17,55,O,1,,,,,,,,25.2,23,PINK,,T
EMB,N,,,NWOxN,400,1,21,2,2014,3,4,Y,62,LONG,TIE,97.5,2,2,0,2,78.5,F,14.6,15.2,7,30,O,0,,,,,,JV,8OGC,25.6,23.4,PALE,H,T
EMB,N,,,RYLxL,401,1,21,2,2014,3,4,Y,9,NONE,ELASTIC,33,1,2,0,2,NA,F,15.1,15.2,8,50,O,1,,,,,,AD,,23.3,20.8,BLACK,M,T
EMB,N,,,BRxON,402,1,21,2,2014,3,4,N,95,LONG,TIE,108,1,1,0,1,79.5,M,17.1,17.5,9,0,O,2,,,,,,AD,,25.5,22.5,BLACK,L,T
EMB,N,,,OxWON,403,1,21,2,2014,3,4,N,7,NONE,ELASTIC,32,1,2,0,1,77.5,F,14.7,15.2,9,45,O,2,,,,,,AD,,24.3,21.7,PALE,L,T
EMB,N,,,BRBxW.BN,404,1,21,2,2014,3,4,N,58,LONG,TIE,100,1,2,0,2,77,F,15.1,15.6,10,15,O,0,,,,,,AD,,24.3,21.6,PALE,L,T
EMB,N,,,BxYR,405,1,22,2,2014,3,2,N,17,NONE,TIE,85,1,2,0,1,75.5,F,14.7,15,9,55,O,1,,,,,,AD,,23.7,21.8,GREY,L,T
